energy-Structure-2,temp,pressure
-8.89754233525,0.0,0
-8.89754233675,10.0,0
-8.897542368,20.0,0
-8.897542507499999,30.0,0
-8.89754288775,40.0,0
-8.897543697,50.0,0
-8.8975451855,60.0,0
-8.89754767325,70.0,0
-8.8975515615,80.0,0
-8.89755734475,90.0,0
-8.89756561725,100.0,0
-8.8975770745,110.0,0
-8.8975925055,120.0,0
-8.89761278075,130.0,0
-8.897638837999999,140.0,0
-8.897671666499999,150.0,0
-8.8977122925,160.0,0
-8.89776176775,170.0,0
-8.8978211565,180.0,0
-8.89789152675,190.0,0
-8.89797394175,200.0,0
-8.89806945225,210.0,0
-8.898179091,220.0,0
-8.898303864999999,230.0,0
-8.89844475275,240.0,0
-8.898602699,250.0,0
-8.89877861025,260.0,0
-8.89897335425,270.0,0
-8.899187755,280.0,0
-8.899422593,290.0,0
-8.899678603749999,300.0,0
-8.899956476249999,310.0,0
-8.900256854,320.0,0
-8.90058033525,330.0,0
-8.90092747275,340.0,0
-8.90129877525,350.0,0
-8.901694709,360.0,0
-8.90211569875,370.0,0
-8.902562129,380.0,0
-8.9030343465,390.0,0
-8.903532661,400.0,0
-8.904057348,410.0,0
-8.9046086495,420.0,0
-8.905186776999999,430.0,0
-8.905791912,440.0,0
-8.906424208499999,450.0,0
-8.907083795,460.0,0
-8.9077707755,470.0,0
-8.908485231,480.0,0
-8.909227222,490.0,0
-8.90999678875,500.0,0
-8.91079395375,510.0,0
-8.911618722,520.0,0
-8.912471083,530.0,0
-8.91335101225,540.0,0
-8.91425847075,550.0,0
-8.9151934085,560.0,0
-8.91615576325,570.0,0
-8.91714546225,580.0,0
-8.91816242375,590.0,0
-8.919206556999999,600.0,0
-8.92027776325,610.0,0
-8.9213759365,620.0,0
-8.922500964,630.0,0
-8.9236527275,640.0,0
-8.9248311025,650.0,0
-8.92603596025,660.0,0
-8.9272671675,670.0,0
-8.92852458725,680.0,0
-8.929808078,690.0,0
-8.9311174965,700.0,0
-8.932452696,710.0,0
-8.9338135275,720.0,0
-8.9351998395,730.0,0
-8.936611479749999,740.0,0
-8.93804829325,750.0,0
-8.9395101245,760.0,0
-8.94099681675,770.0,0
-8.9425082125,780.0,0
-8.9440441535,790.0,0
-8.94560448075,800.0,0
-8.94718903575,810.0,0
-8.94879765875,820.0,0
-8.95043019125,830.0,0
-8.95208647375,840.0,0
-8.95376634775,850.0,0
-8.955469655,860.0,0
-8.957196237,870.0,0
-8.958945937,880.0,0
-8.96071859775,890.0,0
-8.96251406325,900.0,0
-8.96433217825,910.0,0
-8.9661727885,920.0,0
-8.96803574,930.0,0
-8.96992088025,940.0,0
-8.971828057749999,950.0,0
-8.97375712175,960.0,0
-8.975707922749999,970.0,0
-8.977680312,980.0,0
-8.9796741425,990.0,0
-8.98168926775,1000.0,0
-8.0349985495,0.0,25
-8.034998551,10.0,25
-8.03499858225,20.0,25
-8.034998722,30.0,25
-8.034999101999999,40.0,25
-8.034999911249999,50.0,25
-8.035001399999999,60.0,25
-8.03500388775,70.0,25
-8.035007775999999,80.0,25
-8.035013559,90.0,25
-8.0350218315,100.0,25
-8.03503328875,110.0,25
-8.03504871975,120.0,25
-8.035068995,130.0,25
-8.035095051999999,140.0,25
-8.03512788025,150.0,25
-8.0351685065,160.0,25
-8.035217981499999,170.0,25
-8.03527737,180.0,25
-8.035347739999999,190.0,25
-8.035430155,200.0,25
-8.0355256655,210.0,25
-8.035635303749999,220.0,25
-8.03576007775,230.0,25
-8.035900965249999,240.0,25
-8.036058911249999,250.0,25
-8.03623482225,260.0,25
-8.036429565999999,270.0,25
-8.0366439665,280.0,25
-8.03687880425,290.0,25
-8.0371348145,300.0,25
-8.037412686749999,310.0,25
-8.03771306425,320.0,25
-8.038036544999999,330.0,25
-8.03838368225,340.0,25
-8.03875498425,350.0,25
-8.03915091775,360.0,25
-8.039571907,370.0,25
-8.040018337,380.0,25
-8.040490554,390.0,25
-8.040988868249999,400.0,25
-8.041513554749999,410.0,25
-8.042064856,420.0,25
-8.04264298275,430.0,25
-8.04324811725,440.0,25
-8.0438804135,450.0,25
-8.0445399995,460.0,25
-8.045226979499999,470.0,25
-8.045941434749999,480.0,25
-8.046683425249999,490.0,25
-8.0474529915,500.0,25
-8.048250156,510.0,25
-8.04907492375,520.0,25
-8.04992728425,530.0,25
-8.050807212999999,540.0,25
-8.051714671,550.0,25
-8.052649608249999,560.0,25
-8.053611962249999,570.0,25
-8.054601660749999,580.0,25
-8.05561862175,590.0,25
-8.0566627545,600.0,25
-8.05773396025,610.0,25
-8.058832133,620.0,25
-8.05995716,630.0,25
-8.06110892275,640.0,25
-8.0622872975,650.0,25
-8.06349215475,660.0,25
-8.064723361499999,670.0,25
-8.065980780499999,680.0,25
-8.06726427075,690.0,25
-8.06857368875,700.0,25
-8.069908887499999,710.0,25
-8.0712697185,720.0,25
-8.07265603,730.0,25
-8.0740676695,740.0,25
-8.0755044825,750.0,25
-8.076966313249999,760.0,25
-8.078453005,770.0,25
-8.0799644,780.0,25
-8.0815003405,790.0,25
-8.083060667249999,800.0,25
-8.084645221499999,810.0,25
-8.086253844,820.0,25
-8.08788637575,830.0,25
-8.08954265775,840.0,25
-8.091222531249999,850.0,25
-8.09292583775,860.0,25
-8.09465241925,870.0,25
-8.096402118499999,880.0,25
-8.09817477875,890.0,25
-8.0999702435,900.0,25
-8.101788357999999,910.0,25
-8.103628967499999,920.0,25
-8.1054919185,930.0,25
-8.10737705825,940.0,25
-8.109284234999999,950.0,25
-8.1112132985,960.0,25
-8.11316409875,970.0,25
-8.1151364875,980.0,25
-8.11713031725,990.0,25
-8.119145441999999,1000.0,25
-7.21048304525,0.0,50
-7.210483047,10.0,50
-7.21048307825,20.0,50
-7.21048321775,30.0,50
-7.210483598,40.0,50
-7.21048440725,50.0,50
-7.21048589575,60.0,50
-7.210488383499999,70.0,50
-7.21049227175,80.0,50
-7.210498054999999,90.0,50
-7.2105063275,100.0,50
-7.210517784749999,110.0,50
-7.21053321575,120.0,50
-7.210553491,130.0,50
-7.21057954825,140.0,50
-7.210612376749999,150.0,50
-7.21065300275,160.0,50
-7.210702478,170.0,50
-7.210761866749999,180.0,50
-7.210832237,190.0,50
-7.210914652,200.0,50
-7.21101016275,210.0,50
-7.21111980125,220.0,50
-7.2112445755,230.0,50
-7.21138546325,240.0,50
-7.2115434095,250.0,50
-7.211719320749999,260.0,50
-7.21191406475,270.0,50
-7.2121284655,280.0,50
-7.2123633035,290.0,50
-7.212619314249999,300.0,50
-7.21289718675,310.0,50
-7.2131975645,320.0,50
-7.21352104575,330.0,50
-7.21386818325,340.0,50
-7.21423948575,350.0,50
-7.214635419499999,360.0,50
-7.215056409,370.0,50
-7.21550283925,380.0,50
-7.21597505675,390.0,50
-7.21647337125,400.0,50
-7.21699805825,410.0,50
-7.21754935975,420.0,50
-7.218127487,430.0,50
-7.21873262175,440.0,50
-7.21936491825,450.0,50
-7.22002450475,460.0,50
-7.220711485,470.0,50
-7.2214259405,480.0,50
-7.2221679315,490.0,50
-7.22293749825,500.0,50
-7.223734663,510.0,50
-7.224559431,520.0,50
-7.225411792,530.0,50
-7.22629172075,540.0,50
-7.227199179499999,550.0,50
-7.228134117,560.0,50
-7.22909647125,570.0,50
-7.23008617025,580.0,50
-7.2311031315,590.0,50
-7.23214726475,600.0,50
-7.23321847075,610.0,50
-7.23431664375,620.0,50
-7.235441671,630.0,50
-7.23659343425,640.0,50
-7.237771809,650.0,50
-7.23897666675,660.0,50
-7.24020787375,670.0,50
-7.241465293,680.0,50
-7.24274878375,690.0,50
-7.244058202,700.0,50
-7.24539340125,710.0,50
-7.2467542325,720.0,50
-7.2481405445,730.0,50
-7.24955218425,740.0,50
-7.250988997499999,750.0,50
-7.2524508285,760.0,50
-7.25393752075,770.0,50
-7.255448916,780.0,50
-7.25698485675,790.0,50
-7.25854518375,800.0,50
-7.26012973825,810.0,50
-7.26173836125,820.0,50
-7.263370893499999,830.0,50
-7.26502717575,840.0,50
-7.2667070495,850.0,50
-7.268410356249999,860.0,50
-7.270136938,870.0,50
-7.27188663775,880.0,50
-7.27365929825,890.0,50
-7.2754547635,900.0,50
-7.27727287825,910.0,50
-7.279113488,920.0,50
-7.28097643925,930.0,50
-7.282861579249999,940.0,50
-7.2847687565,950.0,50
-7.28669782,960.0,50
-7.28864862075,970.0,50
-7.29062100975,980.0,50
-7.29261483975,990.0,50
-7.294629964749999,1000.0,50
-6.41790677825,0.0,75
-6.41790677975,10.0,75
-6.417906811,20.0,75
-6.41790695075,30.0,75
-6.417907331,40.0,75
-6.41790814025,50.0,75
-6.41790962875,60.0,75
-6.4179121165,70.0,75
-6.41791600475,80.0,75
-6.417921788,90.0,75
-6.4179300605,100.0,75
-6.41794151775,110.0,75
-6.417956948750001,120.0,75
-6.417977224,130.0,75
-6.41800328125,140.0,75
-6.41803610975,150.0,75
-6.418076736,160.0,75
-6.41812621125,170.0,75
-6.41818559975,180.0,75
-6.41825597,190.0,75
-6.41833838525,200.0,75
-6.418433896,210.0,75
-6.4185435345,220.0,75
-6.41866830875,230.0,75
-6.4188091965,240.0,75
-6.4189671425000006,250.0,75
-6.419143054,260.0,75
-6.419337798,270.0,75
-6.41955219875,280.0,75
-6.41978703675,290.0,75
-6.42004304725,300.0,75
-6.42032091975,310.0,75
-6.42062129775,320.0,75
-6.42094477875,330.0,75
-6.42129191625,340.0,75
-6.42166321875,350.0,75
-6.42205915225,360.0,75
-6.422480142,370.0,75
-6.422926572,380.0,75
-6.4233987895,390.0,75
-6.423897104,400.0,75
-6.42442179075,410.0,75
-6.42497309225,420.0,75
-6.4255512195,430.0,75
-6.42615635425,440.0,75
-6.4267886505,450.0,75
-6.427448237,460.0,75
-6.428135217,470.0,75
-6.4288496725,480.0,75
-6.42959166325,490.0,75
-6.43036122975,500.0,75
-6.4311583945,510.0,75
-6.4319831625,520.0,75
-6.4328355232500005,530.0,75
-6.433715452,540.0,75
-6.4346229105,550.0,75
-6.43555784775,560.0,75
-6.4365202022500005,570.0,75
-6.437509901,580.0,75
-6.438526862,590.0,75
-6.439570995,600.0,75
-6.440642201,610.0,75
-6.44174037375,620.0,75
-6.442865401,630.0,75
-6.444017164,640.0,75
-6.44519553875,650.0,75
-6.4464003962500005,660.0,75
-6.4476316032500005,670.0,75
-6.44888902225,680.0,75
-6.45017251275,690.0,75
-6.451481931,700.0,75
-6.45281713,710.0,75
-6.454177961,720.0,75
-6.45556427275,730.0,75
-6.4569759125,740.0,75
-6.458412725500001,750.0,75
-6.4598745565,760.0,75
-6.46136124825,770.0,75
-6.46287264375,780.0,75
-6.464408584,790.0,75
-6.465968911,800.0,75
-6.4675534655,810.0,75
-6.469162088,820.0,75
-6.47079462,830.0,75
-6.47245090225,840.0,75
-6.47413077575,850.0,75
-6.4758340822500005,860.0,75
-6.477560664,870.0,75
-6.4793103635,880.0,75
-6.48108302375,890.0,75
-6.48287848875,900.0,75
-6.4846966035,910.0,75
-6.486537213,920.0,75
-6.488400164,930.0,75
-6.490285304,940.0,75
-6.492192481,950.0,75
-6.4941215445000005,960.0,75
-6.49607234475,970.0,75
-6.4980447335,980.0,75
-6.5000385635,990.0,75
-6.50205368825,1000.0,75
-5.652753994999999,0.0,100
-5.65275399675,10.0,100
-5.652754028,20.0,100
-5.6527541675,30.0,100
-5.65275454775,40.0,100
-5.652755356999999,50.0,100
-5.6527568455,60.0,100
-5.65275933325,70.0,100
-5.6527632215,80.0,100
-5.65276900475,90.0,100
-5.652777277249999,100.0,100
-5.6527887345,110.0,100
-5.6528041655,120.0,100
-5.652824441,130.0,100
-5.652850498249999,140.0,100
-5.65288332675,150.0,100
-5.652923953,160.0,100
-5.65297342825,170.0,100
-5.653032817,180.0,100
-5.653103187499999,190.0,100
-5.6531856025,200.0,100
-5.653281113499999,210.0,100
-5.65339075225,220.0,100
-5.6535155265,230.0,100
-5.6536564145,240.0,100
-5.653814360749999,250.0,100
-5.65399027225,260.0,100
-5.65418501625,270.0,100
-5.65439941725,280.0,100
-5.6546342555,290.0,100
-5.65489026625,300.0,100
-5.65516813875,310.0,100
-5.65546851675,320.0,100
-5.655791998,330.0,100
-5.6561391355,340.0,100
-5.656510438,350.0,100
-5.65690637175,360.0,100
-5.6573273615,370.0,100
-5.65777379175,380.0,100
-5.65824600925,390.0,100
-5.65874432375,400.0,100
-5.65926901075,410.0,100
-5.65982031225,420.0,100
-5.6603984395,430.0,100
-5.6610035745,440.0,100
-5.661635871,450.0,100
-5.66229545725,460.0,100
-5.662982437499999,470.0,100
-5.663696893,480.0,100
-5.66443888375,490.0,100
-5.6652084505,500.0,100
-5.666005615,510.0,100
-5.666830383,520.0,100
-5.667682744,530.0,100
-5.668562672749999,540.0,100
-5.66947013125,550.0,100
-5.6704050685,560.0,100
-5.671367423,570.0,100
-5.67235712175,580.0,100
-5.673374083,590.0,100
-5.674418215749999,600.0,100
-5.67548942175,610.0,100
-5.6765875945,620.0,100
-5.67771262175,630.0,100
-5.67886438475,640.0,100
-5.6800427595,650.0,100
-5.681247617,660.0,100
-5.68247882375,670.0,100
-5.683736242749999,680.0,100
-5.68501973325,690.0,100
-5.6863291515,700.0,100
-5.6876643505,710.0,100
-5.68902518125,720.0,100
-5.690411493,730.0,100
-5.69182313275,740.0,100
-5.69325994575,750.0,100
-5.6947217765,760.0,100
-5.6962084685,770.0,100
-5.6977198635,780.0,100
-5.699255804,790.0,100
-5.70081613075,800.0,100
-5.702400685,810.0,100
-5.70400930775,820.0,100
-5.7056418395,830.0,100
-5.7072981215,840.0,100
-5.708977995,850.0,100
-5.710681301499999,860.0,100
-5.71240788325,870.0,100
-5.7141575825,880.0,100
-5.71593024275,890.0,100
-5.71772570775,900.0,100
-5.71954382225,910.0,100
-5.72138443175,920.0,100
-5.723247382499999,930.0,100
-5.72513252225,940.0,100
-5.72703969925,950.0,100
-5.7289687625,960.0,100
-5.73091956275,970.0,100
-5.7328919515,980.0,100
-5.73488578125,990.0,100
-5.736900906,1000.0,100
